Company,"Parent company

(if known)",Allegation that a company has failed to provide plasma,Allegation that a community is receiving inadequate payments from plasma,Protests,Government interventions,Province,District (kabupaten),Sub-district (kecamatan),"Sub-district (kecamatan) 2

(if more than one listed)","Village 

(if known)",Date of most recent report,Link 1,Link 2,Link 3,Link 4,Link 5,Link 6,Link 7
Satya Kisma Usaha,Trurich Resources Sdn Bhd,Yes,Yes,Yes,,Jambi,Tebo,Tebo Ilir,,Batang Uleh,16/03/2021,https://www.rspo.org/file/17C(r)%20-%20Summary%20Report%20of%20SEIA%20and%20HCV%20Assessments%20PT_%20Satya%20Kisma%20Usaha.pdf,https://jambi.tribunnews.com/2012/10/13/warga-batang-uleh-bungo-sepakat-berdamai,https://goldenagri.com.sg/wp-content/uploads/2019/05/GAR-REPORT-ON-SOMO-CASES.pdf?v1,https://mutucertification.com/wp-content/uploads/2020/04/RSPO-ASA-4-Summary-Report-of-Sungai-Bengkal-Mill-PT-Satya-Kisma-Usaha-Subisidary-of-GAR.pdf,https://www.somo.nl/wp-content/uploads/2019/10/Rapport-Governmental-action-against-the-Indonesian-palm-oil-industry.pdf,https://www.kliktebo.net/2021/03/penyelesaian-konflik-lahan-komisi-ii.html,
Bumi Sawit Kencana,Wilmar,,,Yes,,Central Sulawesi,Banggai,Batui Selatan,Batui,"Sukamaju I, Maleo Jaya, Ondo Ondolu",03/03/2021,http://media.alkhairaat.id/buntut-sengketa-dengan-pt-sawindo-cemerlang-petani-sukamaju-blokir-jalan/,https://www.obormotindok.co.id/kisruh-aturan-plasma-tak-jelas-petani-sodok-pt-sawindo/,https://www.sangalu.com/banggai/pr-83601770/petani-plasma-batui-tolak-jual-buah-sawit-ke-sawindo-cemerlang,https://sangalu.com/berita/petani-plasma-batui-tolak-jual-buah-sawit-ke-sawindo-cemerlang/,https://mediaperkebunan.id/sawindo-cemerlang-telah-bangun-plasma/,https://sulawesion.com/sulteng/konflik-agraria-fras-mengecam-tindakan-kekerasan-terhadap-petani/,
Sawindo Kencana,Kencana Agri,,Yes,Yes,,Bangka Belitung,Bangka,Puding Besar,,,17/04/2021,http://web.archive.org/web/20210319102746/https://bangka.tribunnews.com/2021/03/17/sekdes-sebut-tak-ada-kontribusi-pt-sawindo-kencana-sejak-1997-robi-maaf-ya-sudah-basi-cerita-ini,,,,,,
Sawit Asahan Indah,Kencana Agri,Yes,Yes,Yes,,Riau,Rokan Hulu,,,,20/02/2018,http://m.riauterkini.com/isi.php?arr=106856&judul=Konflik%20Internal%20Sebabkan%20Anggota%20Koptan%20Timiangan%20Raya%20Rohul%20tak%20Gajian%206%20Bulan,https://www.bidikonline.com/read-80470--komisi-i-dprd-rohul-libatkan-masyarakat.html,http://www.halloriau.com/read-otonomi-10855-2011-05-22-pt-aal-membangun-sawit-membangun-negeri.html,http://radarbisnis.co.id/mobile/detailberita/5445/masyarakat-desak-kades-lubuk-bendahara-timur-pertanyakan-hgu-ptsai,http://scholar.unand.ac.id/76526/1/Covber%20dan%20Abstrak.pdf,https://infopublik.id/kategori/nusantara/315825/pt-sai-duklaim-cetuskan-program-kemitraan-dan-replanting-sawit-di-rohul,
Sawit Jaya Abadi,Astra Agro Lestari,Yes,,Yes,,Central Sulawesi,Poso,Pamona Timur,,,08/03/2020,https://www.mongabay.co.id/2018/01/23/sederet-konflik-lahan-perusahaan-sawit-astra-di-sulteng/,https://web.archive.org/web/20191004183415/https://www.posokab.go.id/2018/04/23/penyelesaian-masalah-sawit-pt-jaya-abadi-bupati-segera-bentuk-tim-khusus/,https://www.posokab.go.id/2018/04/23/penyelesaian-masalah-sawit-pt-jaya-abadi-bupati-segera-bentuk-tim-khusus/,https://www.posokab.go.id/2018/04/25/pertemuan-lanjutan-penyelesaian-masala-pt-sawit-jaya-abadi/,https://www.metrosulteng.com/evani-6-tahun-sp-poso-lawan-penyerobotan-lahan-perusahaan-sawit-pt-sja/,https://sulteng.antaranews.com/berita/40617/bupati-poso-bentuk-tim-tangani-masalah-sawit-ptsja,https://dev.landmatrix.org/media/uploads/3-pertemuan-lanjutan-penyelesaian-masalah-pt.Sawit%20Jaya%20Abadi%20-%20Kabupaten%20Poso
Sawit Mas Sejahtera,Astra Agro Lestari,Yes,,Yes,,South Sumatra,Musi Rawas,,,Gunung Kembang Baru and Gunung Kembang Lama villages,07/10/2018,http://clicksumsel.com/sengketa-lahan-pt-sms-dprd-sumsel-bakal-bentuk-tim-khusus/,https://jurnalindependen.com/2015/01/03/pt-sawit-mas-sejahtera-dipersoalkan-warga/,,,,,
Sawitmas Nugraha Perdana,Golden Agri-Resources,Yes,,,,Central Kalimantan,Seruyan,Seruyan Raya,Danau Sembuluh,"Lanpasa, Terawan, Ulak Batu, Benua Usang, Tanjung Hanau, and Sembuluh II",10/03/2020,https://beritasampit.co.id/2020/03/10/ribuan-warga-lima-desa-demo-perkebunan-kelapa-sawit/,https://beritasampit.co.id/2020/03/10/ini-perkembangan-tuntutan-warga-dari-lima-desa-yang-demo-pt-snp-di-seruyan/,https://beritasampit.co.id/2020/03/10/tuntutan-tidak-dipenuhi-ribuan-warga-desa-ancam-pt-sawitmas-nugraha-perdana/,https://www.matakalteng.com/daerah/seruyan/2020/08/29/alhamdulillah-20-persen-plasma-untuk-5-desa-di-kabupaten-seruyan-terealisasi,https://drive.google.com/open?id=18J28oFswmSGMt-s8-KMo2x1ByLNWNU3t,https://drive.google.com/file/d/1ErKCers5PQgJIY5UcJKl_EOXnLH7VAGp/view?usp=sharing,https://kalteng.antaranews.com/berita/262495/warga-lanpasa-seruyan-tuntut-realisasi-plasma-pt-snp
Sinar Kencana Inti Perkasa,Tri Aldam Sakti & Musirawas,Yes,,Yes,,South Kalimantan,Kotabaru,Kelumpang Hulu,Kelumpang Tengah,"Karang Liwar, Tamiang Bakung",06/11/2021,https://koranbanjar.net/tuntut-lahan-plasma-ke-pt-sinarmas-masyarakat-desa-karang-liwar-ajukan-surat-hearing-ke-dprd-kotabaru/,https://kalsel.antaranews.com/berita/10341/masyarakat-tuntut-pt-skip,,,,,
Sentosa Sukses Utama,Golden Agri-Resources,Yes,,,,North Kalimantan,Bulungan,,,,25/11/2021,https://cokoliat.com/warga-18-desa-di-bulungan-demo-tuntut-csr-dan-sistem-kelola-plasma/,https://kaltara.tribunnews.com/2021/11/24/amankan-demo-plasma-sawit-di-mara-satu-polres-bulungan-kerahkan-ratusan-personel-dibantu-brimob,https://kaltara.tribunnews.com/2021/11/24/konflik-plasma-sawit-pemkab-dan-polres-bulungan-bertemu-18-perwakilan-warga-desa-dari-4-kecamatan,https://www.cao-ombudsman.org/cases/indonesia-wings-01long-beluah,https://www.cao-ombudsman.org/sites/default/files/downloads/CAOAssessmentReport_Wings-01_Indonesia_November2019.pdf,https://kaltara.prokal.co/read/news/39663-realisasi-plasma-dinilai-belum-maksimal,
Bumi Sawit Permai,Golden Agri-Resources,Yes,,Yes,,West Kalimantan,Sanggau,Sekayam,,Lubuk Sabuk,28/11/2017,https://www.wartajurnalis.com/sudah-13tahun-pt-sepanjang-inti-surya-utama-2-bohongi-masyarakat/,https://web.archive.org/web/20190704080117/https://www.wartajurnalis.com/sudah-13tahun-pt-sepanjang-inti-surya-utama-2-bohongi-masyarakat/,,,,,
Serikat Putra,Matahari Kahuripan Indonesia,Yes,,Yes,,Riau,Pelalawan,Bandar Petalangan,,,30/01/2020,http://www.newshanter.com/2018/10/03/hampir-tidak-ada-kontribusi-terhadap-masyarakat-sekitar-fmtk-datangi-pt-serikat-putra-di-jakarta/,http://riausindo.com/news/detail/606/ini-hasil-kesepakatan-fmtk-dengan-pt-serikat-putra,https://www.riaumandiri.id/read/detail/12239/pt-serikat-putra-belum-punya-humas.html,"http://radarriaunet.com/mobile/detailberita/2829/warga-empat-desa-di-pelalawan-blokir-jalan-akses-pt-serikat-putra.html

https://pirnas.org/tak-peduli-lingkungan-pt-serikat-putra-jadi-sorotan-beberapa-kades-bandar-petalangan/","http://www.newshanter.com/2018/10/03/hampir-tidak-ada-kontribusi-terhadap-masyarakat-sekitar-fmtk-datangi-pt-serikat-putra-di-jakarta/

https://m.riauterkini.com/isi.php?arr=96819&judul=Warga%20Empat%20Desa%20di%20Pelalawan%20Blokir%20Jalan%20Akses%20PT%20Serikat%20Putra","https://s3.eu-central-1.wasabisys.com/cache.raindrop.io/243/104/747/file?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=BE6X466RAMMR6TB09V4G%2F20220401%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20220401T094614Z&X-Amz-Expires=300&X-Amz-Signature=af5e780a4f5247b5497f1d1dd07ee4035c29b95d2b5285762256740a8cfd9aec&X-Amz-SignedHeaders=host

https://www.goriau.com/berita/baca/bupati-zukri-pasang-badan-perjuangkan-20-persen-plasma-pt-serikat-putra-untuk-masyarakat-bandar-petalangan.html","https://milieudefensie.nl/actueel/somo-eind-rapport-illegale-praktijken-indonesie-1.pdf/@@download/file/somo%20eind%20rapport%20illegale%20praktijken%20Indonesie.pdf

https://m.tribunsatu.com/read-9721-2019-08-31-pt-serikat-putra-sp-respon-permintaan-masyarakat-desa-angkasa-kecamatan-bandar-petalangan-.html"
Sinar Agung Persada Mas,Indofood Agri Resources,,Yes,,,Jambi,Sarolangun,Limun,,"Pulau Pandan, Temenggung",5/24/2021,https://www.mongabay.co.id/2021/05/24/karut-marut-soal-lahan-warga-limun-vs-perusahaan-sawit/,https://www.dimensinews.co.id/119131/ini-penjelasan-arif-ampera-terkait-pt-sapm-tidak-melakukan-plasma-selama-3-tahun.html,,,,,
Sinar Alam Niaga Raya,Sinar Agung Persada Mas,Yes,,,,East Kalimantan,Paser,Batu Engau,,Bai Jaya,12/11/2021,https://pusaranmedia.com/read/6292/belum-jelas-kebun-plasma-warga-rt-02-bai-jaya-tuntut-kembalikan-lahan,http://helloborneo.com/2021/11/12/dugaan-wanprestasi-pt-sinar-alam-niaga-raya-soal-plasma-forum-petani-sawit-laporkan-perusahaan-ke-dprd-paser/,https://nmcborneo.com/gerah-atas-ketidakpastian-plasma-selama-8-tahun-forum-petani-sawit-taka-low-akan-ajukan-rdp-di-dewan-dan-minta-pemerintah-tertibkan-perusahaan/,,,,https://www.eccourts.org/soemarli-lie-v-ng-et-al/
Sintang Raya,Musi Wahana Nabati group,Yes,,Yes,,West Kalimantan,Kubu Raya,,,,10/01/2016,http://file.understandingconflict.org/file/2016/08/IPAC_Report_31_Oil_Palm.pdf,https://kbr.id/nusantara/10-2020/pahlawan_agraria__antara_perjuangan_dan_penjara__1_/103729.html,,,,,
Sinar Sawit Sejahtera,DAESANG CORP/Miwon Indonesia,Yes,,Yes,,Riau,Bengkalis,Siak Kecil,,Bandar Jaya,13/03/2021,https://www.jurnalpolisi.id/2019/09/kuasa-hukum-masyarakat-dusun-air-masuk-gugat-pt-sinar-sawit-sejahtera-ke-pn-bengkalia/,https://pekanbaru.tribunnews.com/2017/01/31/pt-sss-tak-hadir-hearing-terkait-kesepakatan-hasil-plasma-masyarakat-dan-dprd-kecewa,https://mediacenter.riau.go.id/read/28028/kerjasama-plasma-tak-direalisasi-pt-ssskud-ta.html,https://putusan3.mahkamahagung.go.id/direktori/putusan/d11b7e2d461871c232d838e673ae0f6a.html,https://tribuntipikor.com/2021/03/13/penutupan-jalan-keluar-masuknya-kendaraan-milik-pt-sss-bermusyawarah/,,
Sonokeling Buana,Unknown,,,,,Central Sulawesi,Tolitoli,Lampasio,,Oyom,21/10/2020,https://suaraindonesia.co.id/news/peristiwa-daerah/5f93aee69ee74/diduga-manipulasi-hgu-ribuan-petani-plasma-gugat-pt-sono-keling-buana-ke-pn-tolitoli,https://ombudsman.go.id/perwakilan/news/r/pwk--ombudsman-temukan-maladministrasi-perkebunan-sawit-di-sulteng,https://radarsulteng.id/serang-balik-pt-sonokeling-akan-lapor-ke-polda/,,,,
Subur Agro Makmur,Bukit Berlian Group,Yes,,Yes,,South Kalimantan,South Hulu Sungai,Daha Barat,,Bajayau,07/04/2019,https://redkal.com/warga-desa-bajayau-somasi-pt-sam/,https://banjarmasin.tribunnews.com/2017/12/15/hebat-perusahaan-ini-relakan-22-persen-lahannya-untuk-petani-hss,,,,,
Bumipalma Lestari Persada,Golden Agri-Resources,,,Yes,,West Kalimantan,Sanggau,Meliau,,,16/04/2016,https://pontianak.tribunnews.com/2015/08/16/masyarakat-ancam-mogok-kerja-dengan-pt-sjal,https://pontianak.tribunnews.com/2022/01/12/fransiskus-ason-pertanyakan-pencabutan-izin-konsesi-kawasan-hutan-kementrian-lhk-di-sanggau,https://kabar.sanggau.go.id/2022/01/11/dari-194-izin-kehutanan-yang-dicabut-jokowi-tiga-di-antaranya-di-sanggau-kalimantan-today/,https://kabar.sanggau.go.id/2020/09/05/wakil-ketua-dprd-sanggau-acam-se-hadiri-sosialisasi-lanjutan-pembangunan-pks-pt-sjal-di-cempedek-tayan-hilir/,https://chainreactionresearch.com/report/south-korean-companies-have-outsized-impact-on-palm-oil-leakage-market/,https://pdfcoffee.com/surat-pernyataan-petani-plasma-pdf-free.html,
Bumitama Gunajaya Abadi,Bumitama Agri Ltd,Yes,,Yes,,West Kalimantan,Sekadau,Kayan Hilir,,,22/01/2018,https://www.suarasekadau.co.id/2018/01/pt-sml-diminta-serius-kelola-kebun.html,https://www.indoplaces.com/mod.php?mod=indonesia&op=viewarticle&artid=1034,https://rspo.org/publications/download/95c319f6f20d4a9,https://www.cyber88.co.id/berita/8807/rapat-petani-plasma-menyingkapi-haknya-di-perusahaan-pt-btn-dan-pt-sml.html,https://www.rspo.org/publications/download/e0f54aad01cc861,https://www.suarasekadau.co.id/2018/01/pt-sml-diminta-serius-kelola-kebun.html,https://www.suarasekadau.co.id/2018/01/pt-sml-diminta-serius-kelola-kebun.html
Sumbar Andalas Kencana,Incasi Raya Group,,Yes,Yes,,West Sumatra,Dharmasraya,Asam Jujuhan,,,17/06/2020,https://www.forestpeoples.org/sites/default/files/documents/Report%20on%20Wilmar%20Affected%20Communities%20in%20West%20Sumatra%20Nov%202019.pdf,http://protapriau.com/kriminal/politik/ratusan-karyawan-demo-pt-sumbar-andalas-kencana-sak-sei-aye-estate.html,https://www.beritaminang.com/berita/5344/komisi-ii-dprd-dharmasraya-lakukan-mediasi-masalah-pt-sak-dengan-warga.html,,,,
Sumber Mahardhika Graha,Incasi Raya Group,,Yes,Yes,,Central Kalimantan,Lamandau,Sukamara,,"Laman Baru Village and Ajang Village,",17/05/2021,https://sampit.prokal.co/read/news/13281-tuntut-plasma-warga-ajang-dan-laman-baru-demo.html,http://putusan.mahkamahagung.go.id/putusan/downloadpdf/845d36ce309de8a3e17fba31e8149c8d/pdf,https://rri.co.id/palangkaraya/daerah/927337/warga-sukamara-tuntut-plasma-disbun-kalteng-panggil-perusahaan,https://www.indometro.id/2021/01/peringatan-terakhir-pt-sumber-mahardika.html,https://readersblog.mongabay.co.id/rb/2013/08/20/laporkan-kelakuan-pt-smg-warga-desa-anjang-dikriminalkan/,https://www.borneonews.co.id/berita/218088-diduga-rambah-hutan-dan-belum-realisasikan-plasma-manajemen-perusahaan-pilih-bungkam,https://www.borneonews.co.id/berita/218099-bupati-lamandau-sikapi-dugaan-perambahan-hutan-2-perusahaan-sawit
Cipta Lestari Sawit,Sriwijaya Palm Oil Group,Yes,,,,West Kalimantan,Sekadau,Nanga Taman,,"Tapang Tingang, Kiungkang",01/02/2018,https://askrspo.force.com/Complaint/s/case/50090000028EoXjAAK/detail,https://koransn.com/di-muratara-sedikitnya-terjadi-9-kasus-sengketa-antara-perusahaan-dan-masyarakat/,https://pontianak.tribunnews.com/2018/02/09/pt-sap-dinilai-melanggar-uu-hingga-indikasi-suap,,,,
Sumber Wangi Alam,Unknown,Yes,,Yes,,Lampung,Mesuji,Mesuji,,Sungai Sodong,,https://www.mongabay.co.id/2014/11/28/gawat-konflik-sungai-sodong-di-oki-berpotensi-berlanjut/,https://news.detik.com/berita/d-1803527/pt-swa-angkat-bicara-soal-kasus-mesuji-di-sumsel,https://elsam.or.id/the-sodong-mesuji-case-community-lands-are-claimed-by-pt-swa/,https://www.mongabay.co.id/2014/11/28/gawat-konflik-sungai-sodong-di-oki-berpotensi-berlanjut/,https://elsam.or.id/kasasi-ditolak-pt-swa-harus-akui-lahan-masyarakat/,https://www.swarnanews.co.id/2019/03/19/pemkab-tuntaskan-masalah-plasma-desa-kuala-puntian/,http://www.transformasinews.com/diduga-perusahaan-perkebunan-lalaikan-kewajiban-membuat-plasma/
Cipta Agro Nusantara,Astra Agro Lestari,,Yes,,,Riau,Bengkalis,Bukit Batu,,"Desa Pakning Asal, Desa Sejangat, Desa Sungai Selari, Desa Batang Duku, Desa Buruk Bakul",03/06/2020,https://pekanbaru.tribunnews.com/2017/07/26/koperasi-bbdm-mengadu-ke-dewan-minta-perusahaan-perkebunan-ini-bayarkan-hak-mereka,https://www.berazam.com/read-506-122202-2020-06-03-alhamdulillah-pt-sda-dan-koperasi-bbdm-teken-surat-perjanjian-kerjasama-bagi-hasil-kebun-plasma-sawit.html,https://pekanbaru.tribunnews.com/2017/07/26/koperasi-bbdm-mengadu-ke-dewan-minta-perusahaan-perkebunan-ini-bayarkan-hak-mereka,https://web.archive.org/web/20170726054137/https://pekanbaru.tribunnews.com/2017/07/26/koperasi-bbdm-mengadu-ke-dewan-minta-perusahaan-perkebunan-ini-bayarkan-hak-mereka,https://rri.co.id/bengkalis/1242-suara-rakyat/846839/pt-sda-dan-koperasi-bbdm-sepakat-tanda-tangani-perjanjian-kerjasama-bagi-hasil-plasma,,
Susantri Permai,Unknown,Yes,,Yes,,Central Kalimantan,Kapuas,Kapuas Hulu,,"Katanjung, Tumbang Puroh, Sei Hanyu
",15/08/2018,http://web.archive.org/web/20230220121616/https://www.suarakalimantan.com/2018/08/15/warga-protes-lahan-plasma-nya-di-garap-perusahaan-batubara/,,,,,,
Swadaya Mukti Prakarsa,Genting,,Yes,,,West Kalimantan,Ketapang,,,,27/01/2022,https://askrspo.force.com/Complaint/s/case/50090000028EoXoAAK/detail,http://www.mongabay.co.id/2014/07/10/dua-warga-kriminalisasi-konfilk-sawit-disidang-tanpa-pengacara/,http://www.first-resources.com/upload/file/20160415/20160415075046_65678.pdf,https://www.rspo.org/file/3%20SMP-RSPO-NPP%20format%20for%20stakeholder%20notification.pdf,https://www.tanahkita.id/data/konflik/detil/ZWR3UjFScFdKX1k,https://www.suarapemredkalbar.com/read/ketapang/17032021/pt-smp-dinilai-pengecut-berulang-kali-tak-hadiri-rdpu-dengan-dprd?per_page=2,https://kalbar.suara.com/read/2022/01/27/193755/merasa-dibohongi-pt-swadaya-mukti-prakarsa-masyarakat-adat-di-ketapang-pasang-portal-adat-sampaikan-8-pernyataan-sikap
Tandan Sawita Papua,First Resources Ltd,Yes,,,,Papua,Keerom,,,,02/01/2019,https://papua.lelemuku.id/2019/02/polisi-mediasi-pertemuan-pt-tsp-dengan.html,https://papuasatu.com/peristiwa/beroperasinya-pabrik-pt-tsp-diharapkan-bisa-meningkatkan-pertumbuhan-ekonomi/,,,,,
Tania Selatan,Eagle High Plantations,Yes,,Yes,Yes,South Sumatra,Ogan Komering Ilir,Tanjung Lubuk,,,08/01/2020,https://sumateranews.co.id/masyarakat-desa-tanjung-baru-dan-ulak-kapal-kembali-menuntut-lahan-plasma-ke-pt-tania-selatan/,https://palembang.tribunnews.com/2014/12/19/sengketa-masyarakat-dengan-pt-bcp-dan-tania-selatan-potensi-konflik,https://www.klikwarta.com/sempat-diancam-aksi-demo-bupati-oki-ajak-dialog-perwakilan-mahasiswa-dan-petani,https://m.inilah.com/news/detail/1826070/berlarut-larut-sengketa-lahan-di-oki-okut,https://web.archive.org/save/http://mesuji.blogspot.com/2014/12/sengketa-masyarakat-dengan-pt-bcp-dan.html,http://kabarsumatera.com/2013/07/24/kebun-plasma-di-oki-banyak-tidak-tepat-sasaran/,https://sumateranews.co.id/masyarakat-desa-tanjung-baru-dan-ulak-kapal-kembali-menuntut-lahan-plasma-ke-pt-tania-selatan/
,Wilmar,Yes,,,,,,,,,,,,,,,,
Tani Subur Makmur,Eagle High Plantations,Yes,,Yes,,Riau,Indragiri Hilir,Rengat,,,09/10/2017,http://lintasriaunews.com/2017/10/ratusan-warga-sei-guntung-hilir-demo-ke-kantor-bupati-plasma-pt-tsm-cuma-janji/,https://goldenagri.com.sg/wp-content/uploads/2019/05/GAR-REPORT-ON-SOMO-CASES.pdf?v1,,,,,
Cipta Tani Kumai Sejahtera,Medco Agro,,,,,East Kalimantan,Berau,,,,30/03/2017,https://berau.prokal.co/read/news/48805-masalah-kebun-plasma-di-talisayan-timbulkan-kecemburuan-sosial,https://kaltim.prokal.co/read/news/294719-tuntut-lahan-plasma-jadi-kebun-inti.html,https://berau.prokal.co/read/news/42707-tbp-sebut-tak-pernah-nunggak-pembayaran-dana-plasma-anggota-koperasi-akbar-mandiri,https://www.a-news.id/masih-banyaknya-persoalan-tanah-ulayat-ketua-komisi-i-dprd-berau-minta-agar-penanganan-oleh-opd-terkait-bisa-maksimal/,,,
Tapian Nadenggan,Teladan Prima Group,Yes,,,Yes,Central Kalimantan,Seruyan,,,,09/04/2021,https://kalteng.prokal.co/read/news/13990-tiga-pbs-ditegur-gubernur,http://harian.analisadaily.com/sumut/news/jalan-menuju-pttn-tapian-nadenggan-diblokade/606577/2018/08/23,https://goldenagri.com.sg/wp-content/uploads/2019/05/GAR-REPORT-ON-SOMO-CASES.pdf?v1,https://analisadaily.com/berita/arsip/2018/8/23/606577/jalan-menuju-pttn-tapian-nadenggan-diblokade/,https://www.rspo.org/file/10A%20-%20RSPO%20Notification%20Of%20Proposed%20New%20Planting%20for%20PT%20Tapian%20Nadenggan%20(TN).pdf,https://balanganews.com/palangkaraya/berita-29993/masyarakat-sandul-tuntut-realisasi-plasma.html,
Telen Prima Sawit,Golden Agri-Resources,Yes,Yes,Yes,,East Kalimantan,East Kutai,Batu Ampar,,,17/03/2016,https://www.tribunnews.com/regional/2011/06/26/masyarakat-telaga-duduki-areal-perusahaan-sawit-pt-tps,http://beritakaltara.com/?p=22607,http://rubik.okezone.com/read/14274/kementan-diminta-cabut-iup-pt-telen-prima-sawit,https://beritakaltim.co/lsr-kaltim-minta-disbun-kutim-periksa-pt-telen-prima-sawit/,,,
Citra Kalbar Sarana,Indofood Agri Resources,Yes,,Yes,Yes,Bangka Belitung,Bangka,Bakam,,,08/10/2020,https://bangka.tribunnews.com/2019/01/03/warga-desa-mabat-demo-ke-polres-bangka-malam-hari-protes-rekannya-ditangkap,https://babelpos.co/pengacara-thep-tidak-ada-upaya-lain-lagi/,https://babelpos.co/massa-unjuk-rasa-kebun-sawit-plasma-pt-thep/,https://bangka.tribunnews.com/2012/12/03/petani-plasma-mabat-protes-belum-terima-bagi-hasil-penan,http://www.rakyatpos.com/massa-tuntut-eksekusi-lahan-plasma-ditunda.html,https://putusan3.mahkamahagung.go.id/search.html/?q=thep,"https://bangka.tribunnews.com/2018/12/27/demonstran-tuntut-pengadilan-tunda-eksekusi-kebun-plasma-sawit

https://www.mongabay.co.id/2020/10/08/jerit-suku-jerieng-ruang-hidupnya-terdesak-perkebunan-sawit-dan-hti-bagian-1/"
Tri Bakti Sarimas,Unknown,Yes,,Yes,,Riau,Kuantan Singingi,Kuantan Mudik,,Koto Cengar dan Sebrang Cengar,03/01/2020,https://web.archive.org/web/20191109180744/https://friendsoftheearth.uk/sites/default/files/downloads/palmed_off.pdf,https://regional.kompas.com/read/2010/06/09/13203070/PT.BTS.Warga.Diminta.Bersabar,https://s3.eu-central-1.wasabisys.com/cache.raindrop.io/243/163/000/file?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=BE6X466RAMMR6TB09V4G%2F20220401%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20220401T094524Z&X-Amz-Expires=300&X-Amz-Signature=5340173add186193d424af616515209e0e7374b0525a79b03f50f4b20ec85783&X-Amz-SignedHeaders=host,https://media.neliti.com/media/publications/32495-ID-peran-pemerintah-daerah-kabupaten-kuantan-singingi-dalam-menyelesaikan-konflik-p.pdf,https://drive.google.com/file/d/1wvHwBYcSddAVa-jqrHIOzkY7Qbk8BX04/view?usp=sharing,https://www.riauonline.co.id/riau/rantau-kuantan/read/2020/03/05/mou-berakhir-pt-tbs-serahkan-sertifikat-lahan-plasma-kepada-masyarakat,https://www.okeline.com/berita-8314-setelah-lapor-polisi-massa-keroyok-arbain-masih-dicari
Tidar Kerinci Agung,Tribakti Sarimas,,Yes,Yes,Yes,West Sumatra,Dharmasraya,Asam Jujuhan,Sungai Rumbai,"Jorong Batu Kangkung, Nagari Sungai Limau, Nagari Lubuk Besar, Nagari Alahan Nan Tigo",06/06/2021,https://posmetropadang.co.id/tak-bisa-menikmati-20-persen-hgu-lahan-pt-tka-warga-merasa-tertindas-di-negeri-sendiri/,https://www.forestpeoples.org/sites/default/files/documents/Report%20on%20Wilmar%20Affected%20Communities%20in%20West%20Sumatra%20Nov%202019.pdf,https://www.topsatu.com/tuntutan-tak-dipenuhi-ribuan-warga-tolak-perpanjangan-hgu-kebun-sawit-pt-tka/,https://suarabutesarko.com/berita-selengkapnya/pt-tka-dilapor-ke-polisi-atas-dugaan-penipuan-plasma/,https://suarabutesarko.com/berita-selengkapnya/pt-tka-dilapor-ke-polisi-atas-dugaan-penipuan-plasma/,,
Tugu Palma Sumatra,Torganda,Yes,,,,Riau,Indragiri Hulu ,,,,14/03/2014,https://pekanbaru.tribunnews.com/2013/12/18/warga-desa-payarumbai-minta-bupati-cabut-izin-pt-tps,https://riau.antaranews.com/berita/34487/perusahaan-jangan-ingkari-kesepakatan-dengan-warga,https://gagasanriau.com/mobile/detailberita/11953/lagi-perusahaan-ini-bohongi-warga-riau,https://riau.antaranews.com/berita/34487/perusahaan-jangan-ingkari-kesepakatan-dengan-warga,,,
Tunas Baru Lampung,Unknown,Yes,,Yes,,South Sumatra,Banyuasin,Air Kumbang,,Sebubus,29/10/2019,https://www.jurnalline.com/2019/10/hanya-dapat-iming-iming-dan-janji-palsu-amunisi-datangi-kantor-bupati-tuntut-janji-pt-tbl/,https://palembang.tribunnews.com/2019/11/05/persoalan-plasma-warga-desa-sebubus-banyuasin-dan-pt-tbl-saling-klaim-hak-temui-jalan-buntu,,,,,
Tunas Agro Subur Kencana,Unknown,,,,,Central Kalimantan,East Kotawaringin,Cempaga,,,19/02/2019,https://www.borneonews.co.id/berita/86994-sejumlah-koperasi-protes-lahan-plasma-pt-task-hanya-untuk-koperasi-hatantiring,https://sampit.prokal.co/read/news/617-warga-tuntut-lahan-plasma-jalan-pt-task-iii-dipagar-beton,https://kalteng.antaranews.com/berita/250203/pt-task-dianggap-permainkan-pemerintah-dan-masyarakat,,,,
Tunggal Perkasa Plantations,BEST Agro International,Yes,,Yes,,Riau,Indragiri Hulu ,Pasir Penyu,,"Jati Rejo, Sungai Air Putih",06/08/2021,https://www.goriau.com/berita/baca/statement-kakanwil-bpn-prov-riau-dinilai-menyesatkan.html,https://s3.eu-central-1.wasabisys.com/cache.raindrop.io/323/672/446/file?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=BE6X466RAMMR6TB09V4G%2F20220401%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20220401T094429Z&X-Amz-Expires=300&X-Amz-Signature=fbc473d3ba69e4adb7b774ed1a47f24dce97bbc3f1a133aab3f9b656ff8dba85&X-Amz-SignedHeaders=host,,https://jom.unri.ac.id/index.php/JOMFSIP/article/view/13204/12769,https://riaupagi.com/news/jatuh-bangun-pt-tpp-dalam-alih-fungsi-hutan-jadi-kebun-sawit-untuk-membantu-warga-memperoleh-hak-hidup-202108065312/,,
